	placename	longitude	latitude	freq	geometry	id
46	Alexandrien	1763919.1176391388	904937.2217258494	94.0	POINT (1763919.1176391388 904937.2217258494)	77
47	Marseille	236508.86797836376	2313323.7879782	111.0	POINT (236508.86797836376 2313323.7879782)	73
48	Posen	143600.9145740026	2064786.26461092	280.0	POINT (143600.9145740026 2064786.26461092)	42
49	Prag	251939.386871533	2177091.6130095823	199.0	POINT (251939.386871533 2177091.6130095823)	52
50	Weimar	-242031.48626322846	2032144.8788680648	114.0	POINT (-242031.48626322846 2032144.8788680648)	71
51	Altona	-84256.81745224085	2598318.472890414	140.0	POINT (-84256.81745224085 2598318.472890414)	61
52	Bremen	-451646.9337148267	2384711.5730037875	128.0	POINT (-451646.9337148267 2384711.5730037875)	66
53	Liverpool	-138348.74641614757	2868179.9506262434	405.0	POINT (-138348.74641614757 2868179.9506262434)	32
54	Wiesbaden	63316.315061258734	2423723.44324919	127.0	POINT (63316.315061258734 2423723.44324919)	67
55	Stettin	50714.96878656733	2428500.1100943433	99.0	POINT (50714.96878656733 2428500.1100943433)	76
56	Sofia	926291.0483994413	2569540.3023367394	353.0	POINT (926291.0483994413 2569540.3023367394)	35
57	Straßburg	56371.527047117124	2317432.655454631	151.0	POINT (56371.527047117124 2317432.655454631)	59
58	Kairo	1320845.124190916	2074285.5074381875	304.0	POINT (1320845.124190916 2074285.5074381875)	41
59	Venedig	-67457.35173091362	1246299.8906665344	73.0	POINT (-67457.35173091362 1246299.8906665344)	86
60	Flensburg	-733061.6484140867	2522620.5018796027	120.0	POINT (-733061.6484140867 2522620.5018796027)	69
61	Gotha	-327074.24620501406	2005351.9235932212	111.0	POINT (-327074.24620501406 2005351.9235932212)	72
62	Lübeck	-333644.23616497277	2477184.9786391174	73.0	POINT (-333644.23616497277 2477184.9786391174)	85
63	Bolderaa	644721.4681827147	3456008.262013618	534.0	POINT (644721.4681827147 3456008.262013618)	29
64	Schleswig	-919266.100435391	2390794.681477773	68.0	POINT (-919266.100435391 2390794.681477773)	94
65	Windau	-98448.8245760015	3225979.968412281	148.0	POINT (-98448.8245760015 3225979.968412281)	60
66	Kronstadt	1450010.0861375774	4118577.1736664157	177.0	POINT (1450010.0861375774 4118577.1736664157)	56
67	Genf	-63281.535620750394	2097326.641519258	117.0	POINT (-63281.535620750394 2097326.641519258)	70
68	Christiania	-863596.162243721	3618652.089680871	72.0	POINT (-863596.162243721 3618652.089680871)	88
69	Braunschweig	-435618.281481285	2152378.311459074	75.0	POINT (-435618.281481285 2152378.311459074)	84
70	Semlin	825060.194997024	2196704.558124838	101.0	POINT (825060.194997024 2196704.558124838)	75
71	Kiew	2256480.8767080735	1644883.638485589	172.0	POINT (2256480.8767080735 1644883.638485589)	57
72	Dublin	-173019.5508953022	2905274.3625961035	177.0	POINT (-173019.5508953022 2905274.3625961035)	54
73	Charkow	2910361.1056638905	2011330.5564126673	192.0	POINT (2910361.1056638905 2011330.5564126673)	53
74	Pernau	759288.7853759314	4645134.250493813	139.0	POINT (759288.7853759314 4645134.250493813)	62
75	Zagreb	523286.2363535336	2019524.8514571816	129.0	POINT (523286.2363535336 2019524.8514571816)	65
76	Tiflis	2527465.8950565434	2174055.2712955787	111.0	POINT (2527465.8950565434 2174055.2712955787)	74
77	Bordeaux	-28602.096984006814	2392303.1889749	138.0	POINT (-28602.096984006814 2392303.1889749)	63
78	Ragusa	656371.1307083385	2063773.5748248128	160.0	POINT (656371.1307083385 2063773.5748248128)	58
79	Krakau	638433.834934715	1964780.3207246035	68.0	POINT (638433.834934715 1964780.3207246035)	93
80	Bremerhaven	-470662.2261287108	2455757.222395458	77.0	POINT (-470662.2261287108 2455757.222395458)	82
81	Gent	-349920.433360414	2432858.551511368	77.0	POINT (-349920.433360414 2432858.551511368)	83
82	Calcutta	4420890.913581471	3339244.390418296	68.0	POINT (4420890.913581471 3339244.390418296)	92
83	Lemberg	-67571.19962333352	2257281.34627299	91.0	POINT (-67571.19962333352 2257281.34627299)	79
84	Bonn	-578218.3120307782	2062721.9566760685	67.0	POINT (-578218.3120307782 2062721.9566760685)	95
85	Wilna	3094106.586364116	-1128956.7416689848	125.0	POINT (3094106.586364116 -1128956.7416689848)	68
86	Dünaburg	1243217.9103661124	2901974.724315015	230.0	POINT (1243217.9103661124 2901974.724315015)	50
87	Philadelphia	-1153508.3023527386	3676051.855440222	66.0	POINT (-1153508.3023527386 3676051.855440222)	96
88	Fellin	1323361.6268782252	4623131.49117375	70.0	POINT (1323361.6268782252 4623131.49117375)	90
89	Narwa	1870540.3763061445	4970864.900625208	87.0	POINT (1870540.3763061445 4970864.900625208)	80
90	Helsingfors	531990.3007148297	7648021.783693142	72.0	POINT (531990.3007148297 7648021.783693142)	89
91	Tours	-1004589.4494154922	1789682.882775714	69.0	POINT (-1004589.4494154922 1789682.882775714)	91
92	Taschkent	2881918.165101758	3170881.1859783283	72.0	POINT (2881918.165101758 3170881.1859783283)	87
93	Oger	1136331.0400180079	3026997.804817869	83.0	POINT (1136331.0400180079 3026997.804817869)	81
94	Rom	313093.1881840908	1644483.4072100348	2291.0	POINT (313093.1881840908 1644483.4072100348)	6
95	Kreutzburg	4103094.0643715626	2384694.6556358607	93.0	POINT (4103094.0643715626 2384694.6556358607)	78
96	Riga	843557.4062178921	3097649.308430635		POINT (843557.4062178921 3097649.308430635)	1
