	placename	longitude	latitude	freq	geometry	id
19	Haag	-125117.17399578344	2622456.6553785587	1255.0	POINT (-125117.17399578344 2622456.6553785587)	17
20	Florenz	86491.90895788406	1538422.21050109	501.0	POINT (86491.90895788406 1538422.21050109)	34
21	Neapel	278052.4279359417	928285.4905595793	1345.0	POINT (278052.4279359417 928285.4905595793)	15
22	Odessa	2013999.0649688435	1450159.25741773	479.0	POINT (2013999.0649688435 1450159.25741773)	36
23	Athen	1293224.2108802444	628436.2171781003	828.0	POINT (1293224.2108802444 628436.2171781003)	25
24	Amsterdam	-224102.58032037353	2581870.455561277	471.0	POINT (-224102.58032037353 2581870.455561277)	38
25	Lissabon	-1051831.0998935532	1683274.1358029293	1290.0	POINT (-1051831.0998935532 1683274.1358029293)	16
26	Hannover	-4434.328825299628	2521051.6165030585	993.0	POINT (-4434.328825299628 2521051.6165030585)	21
27	Stuttgart	14518.175506881205	2198704.532337994	840.0	POINT (14518.175506881205 2198704.532337994)	23
28	Bukarest	1631090.713682171	649187.6515354235	453.0	POINT (1631090.713682171 649187.6515354235)	39
29	Triest	198859.4179461872	1556608.303903185	927.0	POINT (198859.4179461872 1556608.303903185)	22
30	Moskau	2370118.1440781537	3301573.130891627	325.0	POINT (2370118.1440781537 3301573.130891627)	48
31	Karlsruhe	19362.270073757973	2278014.2539050514	703.0	POINT (19362.270073757973 2278014.2539050514)	27
32	Main	-740.9532024470391	2254930.4953059005	1211.0	POINT (-740.9532024470391 2254930.4953059005)	18
33	Kassel	13355.959377772873	2434437.792494828	593.0	POINT (13355.959377772873 2434437.792494828)	30
34	Kiel	64925.268392986385	2751064.0787430843	582.0	POINT (64925.268392986385 2751064.0787430843)	31
35	Belgrad	828282.5680658141	2161251.755497945	182.0	POINT (828282.5680658141 2161251.755497945)	77
36	Leipzig	40058.01903026912	2275587.7508413084	538.0	POINT (40058.01903026912 2275587.7508413084)	33
37	Frankfurt am Main	-11159.865026648506	2337823.8526545186	752.0	POINT (-11159.865026648506 2337823.8526545186)	26
38	Köln	191130.88387385255	2640636.9941820055	425.0	POINT (191130.88387385255 2640636.9941820055)	40
39	Mailand	-118456.52997449809	1670231.9424664727	566.0	POINT (-118456.52997449809 1670231.9424664727)	32
40	Italien	69999.79847641394	1033679.3586996824	651.0	POINT (69999.79847641394 1033679.3586996824)	29
41	Königsberg	234434.68911017315	2133846.439584525	478.0	POINT (234434.68911017315 2133846.439584525)	37
42	Darmstadt	102950.89984353224	2420217.215939436	374.0	POINT (102950.89984353224 2420217.215939436)	44
43	Alexandrien	2051812.8058669767	219046.0530369887	683.0	POINT (2051812.8058669767 219046.0530369887)	28
44	Breslau	323440.571714311	2078985.658855183	398.0	POINT (323440.571714311 2078985.658855183)	41
45	Libau	203279.38501620095	2805230.608755357	131.0	POINT (203279.38501620095 2805230.608755357)	95
46	Mitau	545828.336050069	2458995.446120879	350.0	POINT (545828.336050069 2458995.446120879)	46
47	Posen	201404.9971656953	2150082.567172018	215.0	POINT (201404.9971656953 2150082.567172018)	64
48	Weimar	-7855.912691709353	2261987.9738591537	359.0	POINT (-7855.912691709353 2261987.9738591537)	45
49	Altona	43997.223538819	2667342.201796131	320.0	POINT (43997.223538819 2667342.201796131)	49
50	Prag	249587.56035874342	2173432.170727828	269.0	POINT (249587.56035874342 2173432.170727828)	57
51	Bremen	-48901.32640276768	2606400.5624377523	303.0	POINT (-48901.32640276768 2606400.5624377523)	50
52	Antwerpen	-324021.9019221376	2435583.8560146	149.0	POINT (-324021.9019221376 2435583.8560146)	86
53	Genua	-233738.91161193151	1399155.2556240293	387.0	POINT (-233738.91161193151 1399155.2556240293)	43
54	Schweiz	-85338.80344314442	1999742.3405829198	392.0	POINT (-85338.80344314442 1999742.3405829198)	42
55	Wiesbaden	213161.8765087512	2553151.1301355604	257.0	POINT (213161.8765087512 2553151.1301355604)	59
56	Marseille	-69779.27202822664	1917590.0209292658	496.0	POINT (-69779.27202822664 1917590.0209292658)	35
57	Stettin	295624.7124217991	2635200.900669087	276.0	POINT (295624.7124217991 2635200.900669087)	54
58	Straßburg	-60207.07763742714	2201886.1610848363	205.0	POINT (-60207.07763742714 2201886.1610848363)	68
59	Venedig	85624.60079030436	1557390.5521487433	289.0	POINT (85624.60079030436 1557390.5521487433)	51
60	Gotha	161232.60070259077	2460983.1127648354	198.0	POINT (161232.60070259077 2460983.1127648354)	70
61	Zürich	5805.8551491722465	2099302.7565975483	251.0	POINT (5805.8551491722465 2099302.7565975483)	60
62	Basel	-35920.81769628718	2143407.640678011	269.0	POINT (-35920.81769628718 2143407.640678011)	56
63	Flensburg	294165.35108965286	2897273.5379736726	183.0	POINT (294165.35108965286 2897273.5379736726)	75
64	Rendsburg	41123.87972201663	2751518.739925226	286.0	POINT (41123.87972201663 2751518.739925226)	52
65	Mainz	-64788.38250102766	2301361.3703220254	225.0	POINT (-64788.38250102766 2301361.3703220254)	63
66	Lübeck	-81376.66600974952	2610146.931128128	215.0	POINT (-81376.66600974952 2610146.931128128)	65
67	Smyrna	1570025.0602547177	956476.6165054641	285.0	POINT (1570025.0602547177 956476.6165054641)	53
68	Danzig	158345.55984298105	2306381.9510441152	225.0	POINT (158345.55984298105 2306381.9510441152)	62
69	Schleswig	-134874.67528321012	2705318.912700212	214.0	POINT (-134874.67528321012 2705318.912700212)	67
70	Augsburg	110271.02473724564	2131535.2639972987	195.0	POINT (110271.02473724564 2131535.2639972987)	73
71	Braunschweig	-94063.22319845355	2404776.8627827126	157.0	POINT (-94063.22319845355 2404776.8627827126)	82
72	Christiania	-636935.7517492989	3549478.052588631	145.0	POINT (-636935.7517492989 3549478.052588631)	88
73	Bayonne	-376565.59718074684	2068545.455752018	329.0	POINT (-376565.59718074684 2068545.455752018)	47
74	Koblenz	206473.48870630632	2592103.983619321	177.0	POINT (206473.48870630632 2592103.983619321)	78
75	Schwerin	67919.26929483982	2636490.3921909323	133.0	POINT (67919.26929483982 2636490.3921909323)	94
76	Oldenburg	263536.86632611323	2796142.1422437057	160.0	POINT (263536.86632611323 2796142.1422437057)	81
77	Potsdam	346803.4691670881	2647231.7091901507	143.0	POINT (346803.4691670881 2647231.7091901507)	90
78	Livorno	-32681.098785207025	1427139.1969377124	200.0	POINT (-32681.098785207025 1427139.1969377124)	69
79	Korfu	861338.4479045214	756399.7714165403	214.0	POINT (861338.4479045214 756399.7714165403)	66
80	Mannheim	34539.440328087425	2332997.5485590408	150.0	POINT (34539.440328087425 2332997.5485590408)	85
81	Niederelbe	-223395.9541102635	2576882.7747703902	175.0	POINT (-223395.9541102635 2576882.7747703902)	79
82	Magdeburg	147542.3037459019	2517690.9061102276	139.0	POINT (147542.3037459019 2517690.9061102276)	92
83	Baden	564180.0119484852	2336755.3911273135	131.0	POINT (564180.0119484852 2336755.3911273135)	96
84	Freiburg	37787.131128714536	2242171.220626177	151.0	POINT (37787.131128714536 2242171.220626177)	84
85	Palermo	177959.79576666758	470659.117648785	154.0	POINT (177959.79576666758 470659.117648785)	83
86	Hongkong	5194155.572448832	5011980.034781903	195.0	POINT (5194155.572448832 5011980.034781903)	74
87	Memel	36352.00826577726	2232231.680866634	140.0	POINT (36352.00826577726 2232231.680866634)	91
88	Calcutta	4843389.734099821	3367777.832148767	165.0	POINT (4843389.734099821 3367777.832148767)	80
89	Verona	91157.30717667437	1774485.2528808746	145.0	POINT (91157.30717667437 1774485.2528808746)	89
90	Bologna	114445.07027421624	1662261.2552680625	148.0	POINT (114445.07027421624 1662261.2552680625)	87
91	Barcelona	-271648.57329844835	1788740.7418276994	138.0	POINT (-271648.57329844835 1788740.7418276994)	93
92	Toulon	16669.390556934522	1974627.337200199	196.0	POINT (16669.390556934522 1974627.337200199)	71
93	Algier	-597074.8739860618	858041.9907861147	258.0	POINT (-597074.8739860618 858041.9907861147)	58
94	Malta	417006.3574514419	732749.4069774975	182.0	POINT (417006.3574514419 732749.4069774975)	76
95	Rio de Janeiro	-3868584.30277787	65463.99701269576	196.0	POINT (-3868584.30277787 65463.99701269576)	72
96	Riga	843557.4062178921	3097649.308430635		POINT (843557.4062178921 3097649.308430635)	7
